0,0,0,0,0,0,0,0
-0.0535,0.69795,0.14585,-0.68464,-0.55544,0.42602,0.54705,0.43673
-0.11764,1.548,0.34616,-1.5205,-1.2354,0.93268,1.1504,0.89871
-0.26708,2.426,-0.43633,-1.493,-1.0104,1.6038,1.6122,1.4903
-0.38792,3.2718,-0.25822,-0.69981,-0.87267,2.3194,1.8665,2.2075
-0.53265,4.1367,-0.1416,0.10329,-0.98037,3.1451,1.686,2.956
-0.62685,5.0039,-0.01784,0.92834,-0.92082,3.9934,1.7616,3.7126
-0.76734,5.8518,-0.088055,1.7371,-0.83526,4.881,1.5472,4.4403
-0.895,6.7075,-0.17775,2.5598,-0.75238,5.7462,1.3338,5.1847
-1.0405,7.5625,-0.23768,3.3736,-0.59324,6.575,1.1821,5.934
-1.192,8.4278,-0.28302,4.1986,-0.5432,7.3851,0.98808,6.6764
-1.3698,9.2778,-0.38719,5.0183,-0.36608,8.2177,0.79008,7.4092
-1.473,10.149,-0.47927,5.8399,-0.63768,9.0691,0.57552,8.1476
-1.5792,10.994,-0.51228,6.6709,-0.39617,9.8333,0.47431,8.9029
-1.7595,11.839,-0.50135,7.4929,-0.7033,10.659,0.31866,9.6556
-1.8465,12.706,-0.43006,8.3093,-0.84438,11.529,0.29716,10.426
-2.0079,13.563,-0.4304,9.1387,-0.64936,12.345,0.15885,11.177
-2.085,14.423,-0.41483,9.9538,-0.95004,13.137,0.15133,11.952
-2.2199,15.284,-0.4326,10.78,-0.94962,13.975,0.058891,12.705
-2.2771,16.146,-0.44689,11.601,-1.2009,14.812,0.085406,13.483
-2.4274,17.004,-0.42139,12.428,-1.096,15.653,0.0011123,14.235
-2.537,17.861,-0.34142,13.244,-1.1413,16.492,0.0012615,14.995
-2.6923,18.713,-0.25388,14.061,-0.48275,16.929,-0.10263,15.753
-2.7658,19.586,0.029126,14.853,0.023699,17.616,-0.066567,16.505
-2.8035,20.449,0.58969,15.45,0.82909,17.518,-0.12237,17.266
-2.7521,21.322,1.3456,15.785,1.5401,17.997,-0.040454,18.016
-2.7708,22.183,2.1514,15.948,2.3302,17.89,0.033374,18.776
-2.5914,23.04,2.9293,16.192,2.9887,18.507,0.39746,19.44
-2.2086,23.832,3.7244,16.428,3.815,18.642,0.8471,20.057
-1.6067,24.455,4.495,16.688,4.3727,19.322,1.4986,20.444
-0.95619,25.031,5.2399,16.995,5.0624,19.67,2.1377,20.864
-0.24443,25.522,5.9495,17.426,5.5156,20.4,2.848,21.128
0.45367,26.034,6.6216,17.898,6.2019,20.731,3.5392,21.454
1.1781,26.511,7.2963,18.378,6.6498,21.49,4.2512,21.713
1.8654,27.041,7.9531,18.871,7.3837,21.802,4.8989,22.12
2.5388,27.581,8.5707,19.434,7.7372,22.585,5.5776,22.461
3.1968,28.149,9.1767,19.99,8.3793,23.039,6.1813,22.926
3.8664,28.691,9.7469,20.582,8.6637,23.845,6.8285,23.325
4.5356,29.258,10.228,21.244,9.3407,24.289,7.3962,23.831
5.2417,29.752,10.697,21.918,9.4986,25.159,8.0202,24.275
5.9127,30.306,11.108,22.624,10.146,25.672,8.5136,24.851
6.5745,30.862,11.553,23.332,10.192,26.563,9.079,25.364
7.1666,31.506,11.905,24.074,10.814,27.028,9.5178,25.99
7.7984,32.092,12.27,24.814,10.996,27.846,10.018,26.56
8.3593,32.768,12.58,25.569,11.545,28.419,10.406,27.219
8.9643,33.375,12.915,26.325,11.589,29.253,10.866,27.824
9.5119,34.064,13.156,27.108,11.883,29.982,11.164,28.529
10.059,34.726,13.444,27.89,11.895,30.843,11.534,29.202
10.541,35.462,13.65,28.7,12.201,31.551,11.78,29.922
11.036,36.167,13.817,29.508,12.269,32.394,12.159,30.588
11.442,36.947,13.941,30.312,12.479,33.158,12.389,31.31
11.865,37.706,14.081,31.134,12.421,34.029,12.69,32.007
12.252,38.482,14.163,31.961,12.413,34.839,12.832,32.762
12.616,39.265,14.081,32.779,12.437,35.694,13.069,33.48
12.853,40.096,14.03,33.611,12.41,36.503,13.176,34.236
13.081,40.927,13.95,34.429,12.278,37.341,13.341,34.981
13.177,41.77,13.801,35.244,12.142,38.131,13.383,35.746
13.149,42.64,13.655,36.054,11.763,38.917,13.472,36.506
13.204,43.519,13.402,36.83,11.688,39.742,13.425,37.264
13.057,44.372,13.147,37.615,11.136,40.395,13.445,38.025
12.932,45.237,12.866,38.389,10.979,41.187,13.325,38.787
12.735,46.074,12.543,39.155,10.461,41.855,13.31,39.545
12.621,46.936,12.188,39.909,10.264,42.649,13.123,40.281
12.37,47.767,11.799,40.641,9.6994,43.293,13.018,41.038
12.177,48.609,11.367,41.337,9.5788,44.085,12.77,41.766
11.843,49.419,10.898,42.018,8.9631,44.665,12.61,42.514
11.587,50.241,10.374,42.653,8.6654,45.429,12.296,43.214
11.148,50.994,9.8209,43.271,8.0842,46.034,12.062,43.942
10.786,51.783,9.2679,43.865,7.6849,46.742,11.728,44.628
10.272,52.488,8.6777,44.448,7.0487,47.297,11.432,45.336
9.8453,53.249,8.0677,44.995,6.7061,48.056,11.031,45.991
9.2526,53.871,7.4187,45.528,6.0483,48.629,10.713,46.68
8.61,54.439,6.764,46.016,5.2835,49.055,10.243,47.29
7.8914,54.899,6.0653,46.459,4.5104,49.493,9.8179,47.926
7.1876,55.429,5.3324,46.828,3.9714,50.211,9.2771,48.465
6.4134,55.822,4.5884,47.199,3.1922,50.587,8.7821,49.04
5.6407,56.248,3.8447,47.529,2.6113,51.21,8.1539,49.482
4.8441,56.581,3.0643,47.809,1.7832,51.41,7.5951,49.99
4.033,56.892,2.282,48.036,1.1492,51.962,6.9757,50.449
3.2182,57.135,1.4745,48.254,0.28074,52.129,6.3882,50.932
2.3621,57.283,0.67398,48.394,-0.43423,52.611,5.7442,51.356
1.5257,57.511,-0.16027,48.516,-1.3009,52.692,5.142,51.82
0.67435,57.674,-0.9773,48.584,-2.0652,53.05,4.4563,52.173
-0.14619,57.95,-1.8027,48.641,-2.9269,53.063,3.7959,52.543
-1.0102,58.049,-2.6168,48.67,-3.7249,53.365,3.0568,52.772
-1.8547,58.252,-3.445,48.621,-4.6002,53.345,2.3666,53.112
-2.7164,58.274,-4.2553,48.534,-5.4084,53.617,1.6322,53.332
-3.5887,58.3,-5.0882,48.455,-6.2709,53.49,0.92479,53.62
-4.4459,58.216,-5.8958,48.371,-7.1266,53.58,0.17246,53.781
-5.3135,58.218,-6.7224,48.244,-7.9535,53.392,-0.54708,54.026
-6.1559,57.981,-7.5164,48.082,-8.795,53.398,-1.3036,54.15
-7.0063,57.805,-8.329,47.887,-9.6306,53.24,-2.0484,54.321
-7.8299,57.501,-9.1021,47.626,-10.448,53.359,-2.8182,54.305
-8.6446,57.202,-9.8728,47.304,-11.256,53.111,-3.5724,54.373
-9.4185,56.803,-10.599,46.924,-12.099,52.971,-4.3402,54.288
-10.194,56.409,-11.324,46.509,-12.892,52.662,-5.0961,54.342
-10.912,55.924,-11.999,46.047,-13.727,52.487,-5.8686,54.269
-11.659,55.482,-12.664,45.551,-14.511,52.142,-6.6281,54.234
-12.336,54.944,-13.307,45.047,-15.356,51.985,-7.3827,54.077
-13.055,54.469,-13.963,44.543,-16.07,51.524,-8.1371,53.987
-13.681,53.845,-14.527,43.956,-16.872,51.224,-8.8628,53.731
-14.274,53.217,-15.124,43.373,-17.542,50.715,-9.5899,53.536
-14.848,52.55,-15.655,42.768,-18.362,50.422,-10.298,53.221
-15.449,51.934,-16.239,42.174,-18.976,49.869,-11.017,52.995
-15.941,51.212,-16.714,41.513,-19.788,49.512,-11.683,52.604
-16.452,50.505,-17.247,40.86,-20.336,48.788,-12.366,52.278
-16.909,49.789,-17.725,40.208,-20.857,48.101,-12.995,51.835
-17.262,48.986,-18.198,39.519,-21.507,47.513,-13.682,51.509
-17.633,48.208,-18.544,38.791,-21.973,46.793,-14.28,51.029
-17.914,47.381,-18.937,38.058,-22.579,46.191,-14.915,50.614
-18.302,46.607,-19.198,37.278,-22.961,45.429,-15.475,50.087
-18.543,45.765,-19.505,36.505,-23.497,44.783,-16.065,49.603
-18.851,44.971,-19.701,35.717,-23.822,43.992,-16.58,49.038
-18.989,44.101,-19.968,34.919,-24.352,43.334,-17.156,48.539
-19.217,43.275,-20.06,34.108,-24.618,42.524,-17.63,47.943
-19.284,42.397,-20.141,33.28,-25.107,41.844,-18.167,47.413
-19.385,41.543,-20.164,32.469,-25.297,41.027,-18.608,46.783
-19.351,40.669,-20.203,31.637,-25.775,40.336,-19.065,46.177
-19.357,39.809,-20.183,30.822,-25.915,39.49,-19.391,45.479
-19.225,38.94,-20.176,29.994,-26.317,38.764,-19.792,44.836
-19.107,38.08,-20.034,29.194,-26.26,37.897,-20.095,44.134
-18.931,37.254,-19.914,28.375,-26.285,37.052,-20.461,43.467
-18.669,36.411,-19.696,27.594,-26.436,36.238,-20.704,42.742
-18.406,35.594,-19.46,26.791,-26.347,35.406,-21.041,42.066
-18.152,34.78,-19.181,26.031,-26.472,34.614,-21.234,41.315
-17.766,33.992,-18.886,25.257,-26.331,33.787,-21.459,40.602
-17.417,33.208,-18.482,24.537,-26.384,32.957,-21.513,39.832
-16.994,32.442,-18.121,23.792,-26.202,32.15,-21.639,39.088
-16.567,31.702,-17.7,23.094,-26.181,31.364,-21.637,38.32
-16.07,30.977,-17.299,22.376,-26.03,30.534,-21.758,37.574
-15.551,30.294,-16.804,21.735,-25.919,29.738,-21.719,36.807
-14.97,29.649,-16.307,21.07,-25.682,28.933,-21.802,36.048
-14.383,29.015,-15.758,20.459,-25.524,28.121,-21.704,35.287
-13.721,28.444,-15.22,19.824,-25.103,27.371,-21.669,34.538
-13.05,27.899,-14.621,19.262,-25.041,26.538,-21.465,33.794
-12.344,27.39,-14.013,18.696,-24.518,25.819,-21.34,33.053
-11.685,26.843,-13.326,18.241,-24.225,25.029,-21.052,32.342
-10.94,26.389,-12.66,17.754,-23.613,24.397,-20.866,31.614
-10.203,25.939,-11.948,17.346,-23.192,23.71,-20.526,30.914
-9.4432,25.52,-11.22,16.956,-22.448,23.228,-20.301,30.198
-8.6902,25.097,-10.452,16.646,-21.835,22.645,-19.911,29.536
-7.8877,24.753,-9.6827,16.351,-21.151,22.11,-19.62,28.844
-7.1083,24.406,-8.9038,16.114,-20.509,21.58,-19.162,28.224
-6.2859,24.113,-8.1139,15.878,-19.786,21.129,-18.78,27.567
-5.48,23.807,-7.3108,15.753,-19.172,20.589,-18.28,26.985
-4.6427,23.554,-6.5144,15.54,-18.426,20.188,-17.86,26.358
-3.8203,23.309,-5.7008,15.452,-17.781,19.744,-17.298,25.839
-2.963,23.148,-4.8799,15.335,-16.974,19.499,-16.776,25.292
-2.1124,22.983,-4.0672,15.246,-16.22,19.137,-16.177,24.82
-1.261,22.835,-3.2499,15.084,-15.469,18.914,-15.63,24.303
-0.47055,22.48,-2.4358,14.982,-15.021,18.246,-14.99,23.895
0.083384,21.823,-1.6417,14.814,-14.542,17.543,-14.413,23.415
0.31784,20.995,-0.99283,14.303,-14.279,16.777,-13.734,23.076
0.50295,20.14,-0.79119,13.494,-13.986,15.996,-13.1,22.66
0.63588,19.293,-0.63825,12.693,-14.082,15.183,-12.394,22.393
0.80307,18.435,-0.59901,11.859,-13.933,14.332,-11.716,22.052
0.90121,17.588,-0.51039,11.047,-14.11,13.514,-11,21.786
1.0514,16.73,-0.54926,10.212,-13.957,12.662,-10.318,21.462
1.067,15.87,-0.5709,9.3981,-14.274,11.9,-9.5667,21.32
1.191,15.002,-0.61768,8.5652,-14.091,11.09,-8.8499,21.091
1.2247,14.147,-0.59274,7.7477,-14.521,10.34,-8.0882,21.009
